,0,1,2,3,4,5,6,7,8,9,10,11
0,1.4581907379733048,-0.8503988787135367,1.0240607011444722,-1.2263996537778168,0.8132686107770425,0.6440709518820819,-1.0405550395514973,1.740644175217581,0.0,0.0,1.0,0.0
1,-1.6945490561238212,1.3244214586882073,1.7164614456640612,0.20655982174573942,-0.9073278859303819,-1.552623972681635,0.9610255699987025,-0.1697481933669217,0.0,0.0,0.0,0.0
2,0.9516850005609796,-1.323185908583481,0.3316599566248832,-1.2263996537778168,0.8132686107770425,0.6440709518820819,-1.0405550395514973,0.5218117395618472,0.0,1.0,1.0,0.0
3,-1.053664245520471,-0.47216925481758126,0.3316599566248832,2.038211084162466,0.8132686107770425,0.6440709518820819,-1.0405550395514973,0.16957826730961467,1.0,0.0,1.0,0.0
4,-2.1286968310486714,-0.18849703689561464,-0.7069411601545004,-1.2263996537778168,0.8132686107770425,0.6440709518820819,0.9610255699987025,1.3983482266024057,0.0,0.0,1.0,0.0
5,-1.5084857240131713,-0.47216925481758126,1.7164614456640612,0.4457512114707679,-0.9073278859303819,-1.552623972681635,0.9610255699987025,0.4644659774483766,0.0,0.0,1.0,0.0
6,-0.6195164705956209,-0.2830544428696035,0.6778603288846777,0.9372894101447877,-0.9073278859303819,0.6440709518820819,0.9610255699987025,0.38725597824528984,0.0,1.0,1.0,0.0
7,0.6932637059628546,-1.323185908583481,-0.3607407878947058,0.5128486019967804,-0.9073278859303819,0.6440709518820819,-1.0405550395514973,-0.6413142461522837,0.0,0.0,0.0,0.0
8,1.1480851844555546,-0.3776118488435924,1.3702610734042668,0.7406713143884814,0.8132686107770425,-1.552623972681635,-1.0405550395514973,0.8719558821230042,0.0,1.0,1.0,0.0
9,-0.11301073318329573,2.6482251423240513,-0.7069411601545004,-1.2263996537778168,-0.9073278859303819,-1.552623972681635,0.9610255699987025,-0.9911865648806454,0.0,0.0,0.0,0.0
10,0.2177685239023044,1.0407492407662406,-1.3993419046740894,-1.2263996537778168,-0.9073278859303819,0.6440709518820819,-1.0405550395514973,-1.5292165960462303,0.0,0.0,0.0,1.0
