,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.6680914180691706,-0.5609241743236709,-0.0038645800213316867,0.38482883594561,-0.909157087146099,0.6500846215490003,-1.0256625098595185,0.0,0.0,1.0,0.0,34215.58
1,-1.3641916948367776,0.5829112327031869,-1.3840717304969767,0.7541880841551853,-0.909157087146099,0.6500846215490003,0.974979576992598,1.0,0.0,0.0,1.0,41042.4
2,-1.6447097168177536,0.8688700844599013,0.6862389952164908,-1.2250869512603928,0.8019290241702728,0.6500846215490003,-1.0256625098595185,0.0,1.0,0.0,0.0,48545.1
3,0.8280046991627015,0.010993529189758024,-1.0390199428780655,0.8141644977484563,-0.909157087146099,0.6500846215490003,0.974979576992598,0.0,1.0,0.0,0.0,74850.93
4,0.848783811902033,0.29695238094647247,1.3763425704543133,1.1951250917043075,-0.909157087146099,-1.5382612768430561,0.974979576992598,0.0,0.0,1.0,0.0,169964.12
5,0.8280046991627015,-0.17964570531471827,-0.6939681552591542,0.654395541931109,-0.909157087146099,-1.5382612768430561,-1.0256625098595185,1.0,0.0,1.0,1.0,172718.35
6,0.942289819229025,-0.3702849398191946,-1.0390199428780655,0.04729135903897541,-0.909157087146099,0.6500846215490003,0.974979576992598,0.0,0.0,0.0,0.0,126997.53
7,-0.7719869817658284,-0.4656045570714327,-1.0390199428780655,-1.2250869512603928,0.8019290241702728,0.6500846215490003,0.974979576992598,0.0,0.0,0.0,0.0,84033.35
8,0.848783811902033,1.1548289362166158,1.7213943580732245,1.0512017352249414,-0.909157087146099,0.6500846215490003,-1.0256625098595185,0.0,0.0,1.0,0.0,130189.53
9,0.4020328880064045,1.4407877879733302,-0.0038645800213316867,-1.2250869512603928,-0.909157087146099,0.6500846215490003,-1.0256625098595185,0.0,0.0,1.0,1.0,12847.61
10,-2.507042895500013,1.0595093189643776,-1.0390199428780655,0.41959411948603553,0.8019290241702728,0.6500846215490003,-1.0256625098595185,1.0,0.0,0.0,0.0,89822.48
11,-0.2940673887612026,-0.17964570531471827,-0.3489163676402429,1.029572347405242,-0.909157087146099,0.6500846215490003,0.974979576992598,0.0,0.0,0.0,0.0,93832.33
12,-0.12783448684655013,-1.1328418778370997,1.031290782835402,0.9265720924188962,0.8019290241702728,0.6500846215490003,-1.0256625098595185,0.0,1.0,0.0,0.0,6251.3
13,1.9189081179776082,-0.6562437915759091,-0.3489163676402429,0.5308362087373388,0.8019290241702728,0.6500846215490003,-1.0256625098595185,1.0,0.0,0.0,0.0,55218.02
14,0.7033300227267121,-0.08432608806248013,-1.729123518115888,-1.2250869512603928,-0.909157087146099,0.6500846215490003,-1.0256625098595185,0.0,1.0,1.0,0.0,126876.47
15,-0.5849749671118444,-0.6562437915759091,-1.729123518115888,0.26180417514679405,-0.909157087146099,0.6500846215490003,-1.0256625098595185,1.0,0.0,0.0,0.0,4721.3
16,0.20463131698275477,-0.4656045570714327,-0.0038645800213316867,0.880300498135328,4.224101246803016,0.6500846215490003,0.974979576992598,0.0,1.0,0.0,1.0,28238.25
17,0.017619302328770764,-1.1328418778370997,0.3411872075975796,0.5076002308731317,0.8019290241702728,0.6500846215490003,0.974979576992598,0.0,1.0,0.0,0.0,33389.42
18,-0.086276261367887,0.20163276369423433,0.6862389952164908,1.2658055662426981,-0.909157087146099,0.6500846215490003,0.974979576992598,1.0,0.0,1.0,0.0,49667.28
